times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(0.0, 0.0, 0.0)|(0.0, 0.2, 0.2)|(0.0, 0.5, 0.5)|(0.0, 0.6, 0.6)|(0.0, 1.0, 1.0)
310.0|0.0|0.6|0.6|191.5451692342941|127.46367906426072|31.82030451593413|0.0|-127.15258635969988
312.0|0.0|0.6|0.6|188.3193426375556|124.24434028497888|30.888054793925548|0.0|-123.19346752474374
314.0|0.0|0.6|0.6|196.9915045482028|128.41364616803975|31.77908779327029|0.0|-126.50251279198528
316.0|0.0|0.6|0.6|194.3874310645805|129.4884066601169|32.348654672479256|0.0|-129.32086831520726
318.0|0.0|0.6|0.6|188.1710431537336|125.21348039224333|31.256879279645485|0.0|-124.89663781302448
320.0|0.0|0.6|0.6|200.86883162721344|127.23959268625406|31.29356533748896|0.0|-124.41292221947424
322.0|0.0|0.6|0.6|186.7255533716444|123.97482398687308|30.91011202235577|0.0|-123.43889007494136
324.0|0.0|0.6|0.6|185.8941974855001|123.7691557829938|30.90962231202941|0.0|-123.545706028408
326.0|0.0|0.6|0.6|184.4400229441238|122.68521575533568|30.618398337346505|0.0|-122.32785893446372
328.0|0.0|0.6|0.6|192.0463066947627|127.50548850528249|31.794099947664627|0.0|-126.98898427259893
330.0|0.0|0.6|0.6|198.23447209307537|129.81651257677444|32.19725988167872|0.0|-128.3275753570661
332.0|0.0|0.6|0.6|193.55695327970503|128.4577977753296|32.013245317375464|0.0|-127.7939481496238
334.0|0.0|0.6|0.6|195.2312627433737|126.07656106405908|31.047519673122235|0.0|-123.28276704654166
336.0|0.0|0.6|0.6|198.60848075359905|129.18115733726512|31.89549362579334|0.0|-126.76953832206851
338.0|0.0|0.6|0.6|188.14730402364293|123.5719291718968|30.64099762444421|0.0|-122.02156876838542
340.0|0.0|0.6|0.6|195.6797630987072|125.4746023799466|30.75946530629196|0.0|-121.82918015755271
342.0|0.0|0.6|0.6|196.28916706838987|126.23846267428036|31.10567699566546|0.0|-123.6149375588831
344.0|0.0|0.6|0.6|201.96326327638667|129.61075994008291|31.9011793315122|0.0|-126.72667178221232
346.0|0.0|0.6|0.6|181.79900503824467|121.07696483697882|30.242574371316664|0.0|-120.88876915970523
310.0|0.0|0.6|0.6|198.9417083647749|129.18831723992136|31.867438290229742|0.0|-126.60729222597088
312.0|0.0|0.6|0.6|205.08267244254523|131.8163561335796|32.38303571449018|0.0|-128.44062582954038
314.0|0.0|0.6|0.6|207.7198520326828|132.26583084358597|32.39814581095163|0.0|-128.34977274396343
316.0|0.0|0.6|0.6|364.648909855225|145.6455561402683|34.00385699025239|0.0|-133.38156826913593
318.0|0.0|0.6|0.6|215.1896788460413|133.72639526035488|32.73214513805413|0.0|-129.89052300454222
320.0|0.0|0.6|0.6|207.49618613008968|134.79628904501033|33.355279572011234|0.0|-132.84330570018793
322.0|0.0|0.6|0.6|193.0047508531027|127.5699901094954|31.74042094159757|0.0|-126.63799875190028
324.0|0.0|0.6|0.6|190.7465124885034|125.6293474648192|31.1701684679403|0.0|-124.12666120561714
326.0|0.0|0.6|0.6|248.6127934297782|140.87587722135433|33.77122938874557|0.0|-133.1856013956289
328.0|0.0|0.6|0.6|203.67337731931937|127.78266792562576|31.207793418681085|0.0|-123.60888710340244
330.0|0.0|0.6|0.6|194.8618404733284|126.38132806216956|31.17999475887715|0.0|-123.91567373443456
332.0|0.0|0.6|0.6|209.20408972194323|133.47870822207395|32.77786550703781|0.0|-130.10133992144037
334.0|0.0|0.6|0.6|209.06735077906265|131.05124285627716|32.04056102148048|0.0|-126.99930533982656
336.0|0.0|0.6|0.6|207.4846036366183|135.1922941423357|33.3692548914473|0.0|-132.55911160162609
338.0|0.0|0.6|0.6|232.5641485593782|135.49003801894636|32.72703357547079|0.0|-129.35741590323744
340.0|0.0|0.6|0.6|231.330036328074|132.47011772662137|31.77168134679556|0.0|-125.29190327889124
342.0|0.0|0.6|0.6|247.0815469267837|132.42120073128453|31.57381473496396|0.0|-124.3733873984708
344.0|0.0|0.6|0.6|217.4821969332769|131.0749954956196|31.739080148506|0.0|-125.42126785976517
346.0|0.0|0.6|0.6|207.4857654321412|130.397879786119|31.865332535839|0.0|-126.1926021468265
348.0|0.0|0.6|0.6|208.4125928788118|135.7664423460493|33.54801435738333|0.0|-133.41366287053663
324.0|0.0|0.6|0.6|185.823837932627|123.66588263041974|30.875040319919822|0.0|-123.38779640165336
326.0|0.0|0.6|0.6|203.76597309818828|127.10846008225064|31.171311688246924|0.0|-123.84300409975836
328.0|0.0|0.6|0.6|222.9121404606041|130.31974903700942|31.64886875231744|0.0|-125.44844340539694
330.0|0.0|0.6|0.6|200.1150306583894|128.48643400865308|31.63558071599269|0.0|-125.6957251661699
332.0|0.0|0.6|0.6|247.2382322777301|141.00995146461116|33.924106819764695|0.0|-133.9358646295371
334.0|0.0|0.6|0.6|191.43657343710305|124.87517330295216|30.86922796497646|0.0|-122.77804794608502
336.0|0.0|0.6|0.6|197.36866255269976|130.49622037367536|32.463856493064114|0.0|-129.491165924491
338.0|0.0|0.6|0.6|207.99604696640893|134.16584610664253|33.132957839826474|0.0|-131.8628836802655
340.0|0.0|0.6|0.6|187.4038612724852|123.27455679967228|30.608244447092627|0.0|-122.01029192169494
342.0|0.0|0.6|0.6|185.38751110046903|123.15110082714584|30.71398810381307|0.0|-122.67247315499216
344.0|0.0|0.6|0.6|298.127532563744|135.9943467759214|32.3606086703368|0.0|-127.84321638546756
346.0|0.0|0.6|0.6|185.3743007423353|119.05192146239747|29.35391731137106|0.0|-116.75174700755193
348.0|0.0|0.6|0.6|211.0819126640669|126.84224004121582|30.69036380234894|0.0|-121.24440355116448
350.0|0.0|0.6|0.6|197.43890221097885|126.02495235060412|30.92683647422476|0.0|-122.7002802580773
352.0|0.0|0.6|0.6|235.63939598630267|133.88228863150158|32.15009908888257|0.0|-126.82075357861356
354.0|0.0|0.6|0.6|216.15016965580045|134.61255986362104|32.824143132594564|0.0|-129.9661646742861
356.0|0.0|0.6|0.6|229.29226217374097|138.93293293815927|33.65975105527271|0.0|-133.00442039657696
358.0|0.0|0.6|0.6|201.41853653116883|130.80138420601256|32.28980331220036|0.0|-128.3674276454485
360.0|0.0|0.6|0.6|206.92500151816253|130.20572083254237|31.908295329108523|0.0|-126.57185577377314
362.0|0.0|0.6|0.6|192.34474123179533|126.92433913260211|31.55760363460508|0.0|-125.8697006688427
326.0|0.0|0.6|0.6|195.1134637694149|128.41265999276573|31.868321457469136|0.0|-126.94503192674782
328.0|0.0|0.6|0.6|181.3175843285889|120.5178085237834|30.0592352695267|0.0|-120.03905420240518
330.0|0.0|0.6|0.6|201.36623040266448|126.46484393618152|30.978673156285087|0.0|-122.88689873037582
332.0|0.0|0.6|0.6|199.40489158652883|124.52993596825772|30.368857154463907|0.0|-120.21891467224172
334.0|0.0|0.6|0.6|187.09008022711063|124.07668204547528|30.900481615547008|0.0|-123.2868772359454
336.0|0.0|0.6|0.6|201.5943915082931|128.07770150889283|31.39327204798669|0.0|-124.4663783229096
338.0|0.0|0.6|0.6|204.6700560333205|128.40558114560804|31.38498750024008|0.0|-124.38490234569548
340.0|0.0|0.6|0.6|203.5535198733465|129.05309808770102|31.73229681620036|0.0|-126.1110113409828
342.0|0.0|0.6|0.6|207.6922661435694|127.98417696906468|31.31233981809691|0.0|-124.30983313043332
344.0|0.0|0.6|0.6|194.2773340519485|125.51043228905736|31.001377140068133|0.0|-123.3835207239327
346.0|0.0|0.6|0.6|207.59879901805604|131.77621001899587|32.3866865893818|0.0|-128.64532136740053
348.0|0.0|0.6|0.6|241.73809130853607|131.27865082120468|31.626228937470465|0.0|-125.15848254561772
350.0|0.0|0.6|0.6|197.5221884277317|130.99386400428492|32.639787459719415|0.0|-130.30067059827434
352.0|0.0|0.6|0.6|210.5581218795026|133.08427526375613|32.72159272491358|0.0|-130.07913746857557
354.0|0.0|0.6|0.6|195.3448856703328|129.09164166746294|32.10944975472682|0.0|-128.07413844412716
356.0|0.0|0.6|0.6|207.7742470290124|129.96552636220835|31.88775113671421|0.0|-126.69535058539198
358.0|0.0|0.6|0.6|215.0623001249642|139.76861685036843|34.58299010733097|0.0|-137.70366039577314
360.0|0.0|0.6|0.6|190.4222685287712|126.24053465554312|31.43364444250662|0.0|-125.4013484701968
362.0|0.0|0.6|0.6|247.395964595576|142.01348612313834|34.391827460960286|0.0|-136.16577409625685
364.0|0.0|0.6|0.6|200.42916969889208|127.79461348020207|31.46854052469064|0.0|-125.13148937486224
332.0|0.0|0.6|0.6|221.8115654798568|139.68706488361715|34.31709091098575|0.0|-136.37520293768983
334.0|0.0|0.6|0.6|183.61124563613416|122.1189383785795|30.470298114966244|0.0|-121.70575458084052
336.0|0.0|0.6|0.6|185.8349509796513|121.8540439327276|30.22237635346176|0.0|-120.4256805027078
338.0|0.0|0.6|0.6|195.0612471396933|128.90951333223245|32.074661746551065|0.0|-127.97976282153073
340.0|0.0|0.6|0.6|198.4632191624376|131.77295597833407|32.847394241018755|0.0|-131.1408226950185
342.0|0.0|0.6|0.6|202.31769872188136|134.79292861900018|33.679651869618695|0.0|-134.66348129397088
344.0|0.0|0.6|0.6|178.0659820822757|118.68256336128822|29.664780358675863|0.0|-118.64536732924836
346.0|0.0|0.6|0.6|195.58794579038616|130.37692693890298|32.59133315620839|0.0|-130.36178644663036
348.0|0.0|0.6|0.6|182.9811454949859|121.97363625966264|30.49068019635429|0.0|-121.95885882849188
350.0|0.0|0.6|0.6|196.2266614559087|130.78622682717747|32.689830788800435|0.0|-130.74350044579143
352.0|0.0|0.6|0.6|193.2256743778842|128.66796455955813|32.1369461450574|0.0|-128.4648951977066
354.0|0.0|0.6|0.6|185.0435318147108|123.20219281178316|30.76654415344967|0.0|-122.9653756540248
356.0|0.0|0.6|0.6|192.91402948271468|127.75895750268946|31.81110978245066|0.0|-126.9490407967738
358.0|0.0|0.6|0.6|200.75703076039105|130.7513189244016|32.32011975853046|0.0|-128.53616493631958
360.0|0.0|0.6|0.6|203.50145522269312|129.81325853610957|31.954167677157308|0.0|-127.01728446331802
362.0|0.0|0.6|0.6|194.11855307854933|126.30657800294937|31.20961885612844|0.0|-124.1175559709165
364.0|0.0|0.6|0.6|228.64860887723324|138.3518713756018|33.78208407135948|0.0|-134.089598209292
366.0|0.0|0.6|0.6|191.5137399634717|127.51415975532085|31.844643119007017|0.0|-127.28019811534377
368.0|0.0|0.6|0.6|190.570461627248|126.66438400639228|31.591888423208808|0.0|-126.159793243817
370.0|0.0|0.6|0.6|270.6753833406564|136.61790337395198|32.73884066023382|0.0|-129.4753685449213
334.0|0.0|0.6|0.6|197.1713076037276|129.72730761973298|32.210355411189106|0.0|-128.38446281007512
336.0|0.0|0.6|0.6|195.0420927114272|129.63813981312708|32.33442267728661|0.0|-129.12902345169894
338.0|0.0|0.6|0.6|191.82516026735567|127.2126197793778|31.690583628588865|0.0|-126.4796973568833
340.0|0.0|0.6|0.6|189.7923507625084|123.39741836518088|30.46876481505724|0.0|-121.1316131317513
342.0|0.0|0.6|0.6|205.4146724005992|129.98190632819478|31.96584304672832|0.0|-127.08941879395417
344.0|0.0|0.6|0.6|191.3267111476946|126.1885054666715|31.35277807021284|0.0|-124.98484815151068
346.0|0.0|0.6|0.6|245.9499243115381|131.54728395207417|31.630070630525744|0.0|-125.09676215830883
348.0|0.0|0.6|0.6|195.25350403533707|129.7151324079006|32.34083619386604|0.0|-129.11727546990755
350.0|0.0|0.6|0.6|199.0680823353649|126.81084623217512|31.159469141702147|0.0|-123.70558969436446
352.0|0.0|0.6|0.6|199.1801584531632|126.44942143830862|30.938263611323475|0.0|-122.50799296662238
354.0|0.0|0.6|0.6|225.1435528314217|134.71009833944268|32.818030196834705|0.0|-130.1562161848182
