times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(0.0, 0.0, 0.0)|(0.0, 0.2, 0.2)|(0.0, 0.5, 0.5)|(0.0, 0.6, 0.6)|(0.0, 1.0, 1.0)
328.0|0.0|1.0|1.0|360.6856723875839|277.4175512731751|171.40004009457454|136.92222456680213|0.0
330.0|0.0|1.0|1.0|419.1131394069139|324.1513842144077|200.16849013913847|159.86983586063994|0.0
332.0|0.0|1.0|1.0|407.4223490260029|312.77579672746435|193.3993273472044|154.5252910590837|0.0
334.0|0.0|1.0|1.0|420.5874072694536|308.95254886605807|189.9151582910129|151.66465664839285|0.0
336.0|0.0|1.0|1.0|415.8198172183649|301.6673749290805|185.3550686358751|148.03268457332692|0.0
338.0|0.0|1.0|1.0|470.66855380671376|323.1310592464125|197.34562928093976|157.51432245059996|0.0
340.0|0.0|1.0|1.0|488.3994076748973|318.66634658704464|194.0771033213157|154.88062149240966|0.0
342.0|0.0|1.0|1.0|465.3420911366867|308.7983205100093|187.9324883686569|149.95707221258124|0.0
344.0|0.0|1.0|1.0|412.698670424888|304.2291931664207|186.308049991128|148.70220977281656|0.0
346.0|0.0|1.0|1.0|409.0152483700534|314.8698132681073|194.6889203808332|155.54702098911272|0.0
348.0|0.0|1.0|1.0|539.9167698939153|324.66469350939497|195.2822517199764|155.67367527664305|0.0
350.0|0.0|1.0|1.0|408.712507759489|317.4039358536751|196.22517206106264|156.7500872745694|0.0
352.0|0.0|1.0|1.0|424.7370588819808|334.8240195506473|208.0349046362361|166.28833397656496|0.0
354.0|0.0|1.0|1.0|455.7160495056448|317.10067344831936|193.60962753528185|154.5125704112732|0.0
356.0|0.0|1.0|1.0|434.1733039895903|315.5741028345859|193.11996280562872|154.13638676145217|0.0
358.0|0.0|1.0|1.0|425.6524659461802|336.6946758354904|209.3130181844249|167.31158200859738|0.0
360.0|0.0|1.0|1.0|391.649645790883|312.44691571756954|194.89498710759605|155.8577996036053|0.0
362.0|0.0|1.0|1.0|393.9297623863469|313.0547914533138|194.9516888084181|155.86900890403982|0.0
364.0|0.0|1.0|1.0|394.44247896297935|314.02066063334786|195.6757592946487|156.45808145202489|0.0
366.0|0.0|1.0|1.0|378.56934120650425|295.3074191493275|183.05228351840992|146.28701080629185|0.0
330.0|0.0|1.0|1.0|357.2028407471733|285.1890700415449|177.99681472074283|142.3607566000062|0.0
332.0|0.0|1.0|1.0|397.28093287333536|313.42366491006425|194.7068944383571|155.626490842657|0.0
334.0|0.0|1.0|1.0|620.9180911563486|322.1290376239182|192.92205397739409|153.7613142474697|0.0
336.0|0.0|1.0|1.0|425.67231778949264|316.3554086370248|194.01065131908783|154.85437470773405|0.0
338.0|0.0|1.0|1.0|385.0466214477984|303.2238786641629|188.25427871079904|150.45557030326975|0.0
340.0|0.0|1.0|1.0|525.3174953377522|313.47130528124865|188.33605020286524|150.1099412003161|0.0
342.0|0.0|1.0|1.0|438.7432503314761|324.4905812255596|199.2570227100584|159.08843042748012|0.0
344.0|0.0|1.0|1.0|450.3471880535518|314.3072019641484|191.6407877079181|152.9159171842964|0.0
346.0|0.0|1.0|1.0|435.9665657794625|322.8205660148339|198.1433792183043|158.19123889865875|0.0
348.0|0.0|1.0|1.0|436.75392034872215|338.69104920362025|209.3906490912732|167.27438091058082|0.0
350.0|0.0|1.0|1.0|498.0666373214456|326.49531513097014|198.21218689604905|158.11690256022467|0.0
352.0|0.0|1.0|1.0|455.4328398937032|309.3939619309526|188.45123175958005|150.37033706581565|0.0
354.0|0.0|1.0|1.0|410.74394438677353|315.0274746623866|194.5563591736092|155.41496131280385|0.0
356.0|0.0|1.0|1.0|405.4878429582795|322.15639385577555|200.6468222964432|160.42830657938094|0.0
358.0|0.0|1.0|1.0|407.2477537864747|311.7009737551049|192.21984652411635|153.5146133844628|0.0
360.0|0.0|1.0|1.0|397.8777158259284|311.2345331153754|192.99927960673432|154.23689389502775|0.0
362.0|0.0|1.0|1.0|436.5242073679652|320.81518873137503|197.44782000483264|157.713190435605|0.0
364.0|0.0|1.0|1.0|404.1993458625776|321.3696032977133|200.165548499882|160.04050497430367|0.0
366.0|0.0|1.0|1.0|416.1059059892776|329.32224227350963|204.8548659547372|163.7682897184648|0.0
368.0|0.0|1.0|1.0|410.5725457735955|316.5157837019614|195.28041615059087|155.96039560500918|0.0
336.0|0.0|1.0|1.0|396.4087148823478|313.092181680831|194.46339189036016|155.4211316628785|0.0
338.0|0.0|1.0|1.0|377.815037018102|302.03304669350723|188.66129384711712|150.9115091895491|0.0
340.0|0.0|1.0|1.0|402.9678510485235|320.6735222894503|199.76743595951515|159.72203959639296|0.0
342.0|0.0|1.0|1.0|397.928103640892|311.5716648998889|193.2074419559468|154.39860299843158|0.0
344.0|0.0|1.0|1.0|399.3903567139456|307.5712043817043|190.0103529119096|151.78214828690773|0.0
346.0|0.0|1.0|1.0|409.8098067470384|324.8787729102423|202.06036270157543|161.51824640282928|0.0
348.0|0.0|1.0|1.0|384.0474367678661|303.047297564835|188.1241187728148|150.33975043448024|0.0
350.0|0.0|1.0|1.0|380.1924725640696|302.32564016844213|188.21288467922332|150.46253601045476|0.0
352.0|0.0|1.0|1.0|434.6689938448742|331.47671439790093|204.0820591593923|162.95382377250945|0.0
354.0|0.0|1.0|1.0|382.8944543392397|305.4236760119681|190.49991125621432|152.34113573447254|0.0
356.0|0.0|1.0|1.0|437.1419532997123|326.23506617856816|200.32853760475192|159.91874779000622|0.0
358.0|0.0|1.0|1.0|392.30861182260776|313.5488399346897|195.8210597249056|156.63324745738407|0.0
360.0|0.0|1.0|1.0|406.59664676110935|316.4895757563782|196.10498363845903|156.7121752522578|0.0
362.0|0.0|1.0|1.0|422.8727890952197|337.0474580864759|210.15854020816283|168.05540977338697|0.0
364.0|0.0|1.0|1.0|435.49740302579454|320.6153970513752|197.32096983317115|157.60657712089392|0.0
366.0|0.0|1.0|1.0|391.4134804544542|311.54616112397946|194.11442262526947|155.20720424109936|0.0
368.0|0.0|1.0|1.0|413.5552666565608|323.21275812625834|200.52019840472715|160.2678116198503|0.0
370.0|0.0|1.0|1.0|407.75285283459255|322.6653835679792|200.7098665902812|160.4553217026695|0.0
372.0|0.0|1.0|1.0|427.6974219556994|338.1791938416942|210.1665545709041|167.9857881633095|0.0
374.0|0.0|1.0|1.0|426.7384188521294|331.2538185225807|204.86488981845895|163.6631235821936|0.0
